,GENRE,authorKorean,authorEnglish,workTitle,workTitleKorean,translator,sourceTitle,publisher,yearCreated,ISBN,authorEnglish2
0,Poetry,서정학,Seo Jung Hak,The Cheapest France In Town,동네에서 제일 싼 프랑스,Megan Sungyoon,,World Poetry Books,2023,9781954218147,Seo Jung Hak
1,Poetry,최지인,Choi Ji-In,Am I Not Your Sin,당신의 죄는 내가 아닙니까,Stella Kim,,Asia publishers,2023,9791156626398,Choi Ji In/Choi Ji-In
2,Poetry,김사이,Kim Sayi,Poverty Must Persist,가난은 유지되어야 한다,Sunnie Chae,,Asia publishers,2023,9791156626381,Kim Sayi
3,Poetry,신달자,Shin Dal-ja,BUKCHON,북촌,Cho Young-Shil,,Homa & Sekey Books,2023,9781622461134,Shin Dal ja/Shin Dal-ja
4,Poetry,김현,Kim Hyun,Glory Hole,글로리홀,"Suhyun J. Ahn,Archana Madhavan",,Seagull Books,2022,9780857429872,Kim Hyun
5,Poetry,황인경,Hwang Inkyung (Cecily Hwang),The Birth of Pearl,진주의 탄생,Inkyung Hwang(Cecily Hwang),,Nexen Media,2021,9791190583596,Hwang Inkyung (Cecily Hwang)
6,Poetry,김혜순,Kim Hyesoon,Phantom Pain Wings,날개 환상통,Don Mee Choi,,New Directions,2023,9780811231718,Kim Hyesoon
7,Poetry,김혜순,Kim Hyesoon,Phantom Pain Wings,날개 환상통,Don Mee Choi,,New Directions*,2023,9780811231725,Kim Hyesoon
8,Poetry,신동옥,Shin Dong-ok,Encore,앙코르,Jeon Seung-hee,,Asia publishers,2022,9791156626206,Shin Dong ok/Shin Dong-ok
9,Poetry,김행숙,Kim Haengsook,Human Time,,"Léo-Thomas Brylowski,Hannah Hertzog,Susan K,Jiyoon Lee, Joanne Park,Soeun Seo,Soohyun Yang",,Black Ocean,2023,9781939568694,Kim Haengsook
10,Poetry,정우신,Jeong Woo-shin,I'll Give You All My Promenade,내가 가진 산책길을 다 줄게,Susan K,,Asia publishers,2022,9791156626169,Jeong Woo shin/Jeong Woo-shin
11,Poetry,임솔아,Lim Solah,Grotesque weather and good people,괴괴한 날씨와 착한 사람들,"Oh Eunkyung,Olan Munson",,Black Ocean,2022,9781939568434,Lim Solah
12,Poetry,나태주,Na Tae Joo,I See You Like I See a Flower,꽃을 보듯 너를 본다,"Ma. Kristina Carla Rico,Kyung-min Bae",,Adarna house,2022,9789715089050,Na Tae Joo
13,Poetry,마종기,Mah Chonggi ,Invisible Land of Love,,Youngshil Cho,,Homa & Sekey Books,2022,9781622461035,Mah Chonggi 
14,Poetry,이원,Yi Won,The World's Lightest Motorcycle,세상에서 가장 가벼운 오토바이,"E. J. Koh,Cancio-Bello,Marci Calabretta",,Zephyr Press,2021,9781938890840,Yi Won
15,Poetry,이영주,Lee Young-ju,Cold Candies:Selected Poems of Lee Young-ju,,Jae Kim,,Black Ocean,2021,9781939568403,Lee Young ju/Lee Young-ju
16,Poetry,김근,Kim Keun,Beginning the End,끝을 시작하기,Deborah Kim,,Asia publishers,2021,9791156625667,Kim Keun
17,Poetry,이설야,Lee Sul-ya,Cave Boys,굴 소년들,Brother Anthony of Taize,,Asia publishers,2021,9791156625674,Lee Sul ya/Lee Sul-ya
18,Poetry,김성규,Kim Sungkyu,Suicide Parasite,자살충,"YoungShil Ji,Daniel T. Parker",,Asia publishers,2021,9791156625445,Kim Sungkyu
19,Poetry,황규관,Hwang Gyu-gwan,Tiger Swallowtail,호랑나비,Jeon Seung-hee,,Asia publishers,2021,9791156625483,Hwang Gyu gwan/Hwang Gyu-gwan
20,Poetry,이소호,Lee Soho,Catcalling,캣콜링,Soje,,Open Letter,2021,9781948830386,Lee Soho
21,Poetry,이소호,Lee Soho,Catcalling,캣콜링,Soje,,Open Letter*,2021,9781948830478,Lee Soho
22,Poetry,문보영,Moon Bo Young,Pillar of Books,책기둥,Hedgie Choi,,Black Ocean,2021,9781939568397,Moon Bo Young
23,Poetry,김수열,Kim Soo-yeol,Homo Maskus,호모 마스크스,Brother Anthony of Taize,,Asia publishers,2020,9791156625278,Kim Soo yeol/Kim Soo-yeol
24,Poetry,장이지,Jang I-ji,A Boy Is Looking at the White Moon from a Classroom Under the Sea,해저의 교실에서 소년은 흰 달을 본다,Jeon Seung-hee,,Asia publishers,2020,9791156625254,Jang I ji/Jang I-ji
25,Fiction,이금이,Lee Geum-yi,Can't I Go Instead,"거기, 내가 가면 안 돼요?",An Seonjae,,Tor Publishing Group,2023,9781250859556,Lee Geum yi/Lee Geum-yi
26,Fiction,이금이,Lee Geum-yi,Can't I Go Instead,"거기, 내가 가면 안 돼요?",An Seonjae,,Tor Publishing Group*,2023,9781250859556,Lee Geum yi/Lee Geum-yi
27,Fiction,이금이,Lee Geum-yi,Can't I Go Instead,"거기, 내가 가면 안 돼요?",An Seonjae,,Scribner UK,2023,9781915590381,Lee Geum yi/Lee Geum-yi
28,Fiction,공지영,Gong Ji-Young,Togani,도가니,"Bruce Fulton,Ju-Chan Fulton",,University of Hawaii Press,2023,9780824895242,Gong Ji Young/Gong Ji-Young
29,Fiction,듀나,Djuna,Counterweight,평형추,Anton Hur,,Pantheon Books,2023,‎ 9780593317211,Djuna
30,Fiction,듀나,Djuna,Counterweight,평형추,Anton Hur,,Pantheon Books*,2023,9780593317228,Djuna
31,Fiction,강영숙,Kang Young-sook,From Mullae ,문래에서,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
32,Fiction,강영숙,Kang Young-sook,At Night He Lifts Weights,아령 하는 밤,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
33,Fiction,강영숙,Kang Young-sook,Radio and River,라디오와 강,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
34,Fiction,강영숙,Kang Young-sook,Death Road,죽음의 도로,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
35,Fiction,강영숙,Kang Young-sook,Disaster Zone Tour Bus,재해지역투어버스,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
36,Fiction,강영숙,Kang Young-sook,Greenland,그린란드,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
37,Fiction,강영숙,Kang Young-sook,Anxious City,불안한 도시,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
38,Fiction,강영숙,Kang Young-sook,Freight Warehouse,프리퍄트창고,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
39,Fiction,강영숙,Kang Young-sook,A Certain Fight,어떤 싸움,Janet Hong,At Night He Lifts Weights,Transit Books,2023,9781945492709,Kang Young sook/Kang Young-sook
40,Fiction,강영숙,Kang Young-sook,From Mullae ,문래에서,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
41,Fiction,강영숙,Kang Young-sook,At Night He Lifts Weights,아령 하는 밤,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
42,Fiction,강영숙,Kang Young-sook,Radio and River,라디오와 강,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
43,Fiction,강영숙,Kang Young-sook,Death Road,죽음의 도로,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
44,Fiction,강영숙,Kang Young-sook,Disaster Zone Tour Bus,재해지역투어버스,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
45,Fiction,강영숙,Kang Young-sook,Greenland,그린란드,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
46,Fiction,강영숙,Kang Young-sook,Anxious City,불안한 도시,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
47,Fiction,강영숙,Kang Young-sook,Freight Warehouse,프리퍄트창고,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
48,Fiction,강영숙,Kang Young-sook,A Certain Fight,어떤 싸움,Janet Hong,At Night He Lifts Weights,Transit Books*,2023,9781945492709,Kang Young sook/Kang Young-sook
49,Fiction,편혜영,Pyun  Hye-young ,The Owl Cries,서쪽 숲에 갔다,Sora Kim-Russell,,Arcade,2023,9781956763508,Pyun  Hye young /Pyun  Hye-young 
50,Fiction,천명관,Cheon Myeong-kwan,Whale,고래,Jae Won Chung,,Dalkey Archive Press,2016,9781953861146,Cheon Myeong kwan/Cheon Myeong-kwan
51,Fiction,천명관,Cheon Myeong-kwan,Whale,고래,Chi-Young Kim,,Archipelago Books,2023,9781953861146,Cheon Myeong kwan/Cheon Myeong-kwan
52,Fiction,천명관,Cheon Myeong-kwan,Whale,고래,Chi-Young Kim,,Archipelago Books*,2023,9781953861153,Cheon Myeong kwan/Cheon Myeong-kwan
53,Fiction,천명관,Cheon Myeong-kwan,Whale,고래,Chi-Young Kim,,Europa Editions,2023,9781953861146,Cheon Myeong kwan/Cheon Myeong-kwan
54,Fiction,황석영,Hwang Sok-yong,Mater 2-10,철도원 삼대,"Sora Kim-Russell,Youngjae Josephine Bae",,Scribe,2023,9781922310965,Hwang Sok yong/Hwang Sok-yong
55,Fiction,강화길,Kang Hwa-gil,Another Person,다른 사람,Clare Richards,,Pushkin Press,2023,9781782279358,Kang Hwa gil/Kang Hwa-gil
56,Fiction,강화길,Kang Hwa-gil,Another Person,다른 사람,Clare Richards,,Pushkin Press*,2023,9781782279365,Kang Hwa gil/Kang Hwa-gil
57,Fiction,신경숙,Shin Kyung-sook,I Went To See My Father,아버지에게 갔었어,Anton Hur,,Astra House,2023,9781662601378,Shin Kyung sook/Shin Kyung-sook
58,Fiction,신경숙,Shin Kyung-sook,I Went To See My Father,아버지에게 갔었어,Anton Hur,,Astra House*,2023,9781662601385,Shin Kyung sook/Shin Kyung-sook
59,Fiction,돌기민,Dolki Min,Walking Practice,보행연습,Victoria Caudle,,HarperCollins,2023,9780063258617,Dolki Min
60,Fiction,돌기민,Dolki Min,Walking Practice,보행연습,Victoria Caudle,,HarperCollins*,2023,9780063258631,Dolki Min
61,Fiction,황여정,Hwang Yeo Jung,The Specters of Algeria,알제리의 유령들,Yewon Jung,,Honford Press,2023,9781739822569,Hwang Yeo Jung
62,Fiction,이금이,Lee Geum-yi,The Picture Bride,"알로하, 나의 엄마들",An Seonjae,,Forge,2022,9781250808660,Lee Geum yi/Lee Geum-yi
63,Fiction,이금이,Lee Geum-yi,The Picture Bride,"알로하, 나의 엄마들",An Seon Jae,,Scribe UK,2022,9781913348861,Lee Geum yi/Lee Geum-yi
64,Fiction,이금이,Lee Geum-yi,The Picture Bride,"알로하, 나의 엄마들",An Seon Jae,,Scribe UK,2022,9781922586629,Lee Geum yi/Lee Geum-yi
65,Fiction,이정명,Lee J.M. ,Broken Summer,부서진 여름,An Seon Jae,,Amazon Crossing,2022,9781662505041,Lee J.M. 
66,Fiction,배명훈,Bae Myung-hoon,LAUNCH SOMETHING!,빙글빙글 우주군,Stella Kim,,Honford Star,2022,9781739822545,Bae Myung hoon/Bae Myung-hoon
67,Fiction,구병모,Gu Byeong-mo,The Old Woman With the Knife,파과,Chi-Young Kim,,Canongate,2022,9781838856434,Gu Byeong mo/Gu Byeong-mo
68,Fiction,구병모,Gu Byeong-mo,The Old Woman With the Knife,파과,Chi-Young Kim,,Canongate*,2022,9780369718853,Gu Byeong mo/Gu Byeong-mo
69,Fiction,한강,Han Kang,Greek Lessons,희랍어 시간,"Deborah Smith,Emily Yae Won",,Hogarth,2023,9780593595275,Han Kang
70,Fiction,한강,Han Kang,Greek Lessons,희랍어 시간,"Deborah Smith,Emily Yae Won",,Hogarth*,2023,9780593595282,Han Kang
71,Fiction,한강,Han Kang,Greek Lessons,희랍어 시간,"Deborah Smith,Emily Yae Won",,Penguin Books*,2023,9780241997079,Han Kang
72,Fiction,손원평,Sohn Won-Pyung ,Almond,아몬드,Sandy Joosun Lee,,HarperVia,2021,9780062961389,Sohn Won Pyung /Sohn Won-Pyung 
73,Fiction,손원평,Sohn Won-Pyung ,Almond,아몬드,Sandy Joosun Lee,,HarperVia*,2021,9780062961402,Sohn Won Pyung /Sohn Won-Pyung 
74,Fiction,조남주,Cho Nam-joo,Saha,사하맨션,Jamie Chang,,Scribner UK,2022,9781398510005,Cho Nam joo/Cho Nam-joo
75,Fiction,조남주,Cho Nam-joo,Saha,사하맨션,Jamie Chang,,Liveright,2022,9781324090885,Cho Nam joo/Cho Nam-joo
76,Fiction,조남주,Cho Nam-joo,Saha,사하맨션,Jamie Chang,,Scribner UK,2023,9781398510029,Cho Nam joo/Cho Nam-joo
77,Fiction,조남주,Cho Nam-joo,Saha,사하맨션,Jamie Chang,,Scribner UK*,2022,9781398510012,Cho Nam joo/Cho Nam-joo
78,Fiction,조남주,Cho Nam-joo,Saha,사하맨션,Jamie Chang,,Liveright*,2022,9781324090892,Cho Nam joo/Cho Nam-joo
79,Fiction,서수진,Seo Su-Jin,Korean Teachers,코리안 티처,Lizzie Buehler,,Harriett Press,2022,9789811831973,Seo Su Jin/Seo Su-Jin
80,Fiction,신경숙,Shin Kyung-Sook ,Please Look After Mother,엄마를 부탁해,Chi-Young Kim,,Weidenfeld & Nicolson,2011,9780297860730,Shin Kyung Sook /Shin Kyung-Sook 
81,Fiction,신경숙,Shin Kyung-Sook ,Please Look After Mother,엄마를 부탁해,Chi-Young Kim,,Weidenfeld & Nicolson,2012,9780753828182,Shin Kyung Sook /Shin Kyung-Sook 
82,Fiction,신경숙,Shin Kyung-Sook ,Please Look After Mother,엄마를 부탁해,Chi-Young Kim,,Weidenfeld & Nicolson,2022,9781474621687,Shin Kyung Sook /Shin Kyung-Sook 
83,Fiction,신경숙,Shin Kyung-Sook ,VIOLETS,바이올렛,Anton Hur,,The Feminist Press,2022,9781558612907,Shin Kyung Sook /Shin Kyung-Sook 
84,Fiction,신경숙,Shin Kyung-Sook ,VIOLETS,바이올렛,Jung Bum Hur,,Weidenfeld & Nicolson,2022,9781474623551,Shin Kyung Sook /Shin Kyung-Sook 
85,Fiction,김혜진,Kim Hye-jin,Concerning My Daughter,딸에 대하여,Jamie Chang,,Pan Macmillan,2022,9781529057676,Kim Hye jin/Kim Hye-jin
86,Fiction,김혜진,Kim Hye-jin,Concerning My Daughter,딸에 대하여,Jamie Chang,,Restless Books,2022,9781632063496,Kim Hye jin/Kim Hye-jin
87,Fiction,김혜진,Kim Hye-jin,Concerning My Daughter,딸에 대하여,Jamie Chang,,Pan Macmillan*,2022,9781529057690,Kim Hye jin/Kim Hye-jin
88,Fiction,최은영,Choi Eunyoung,Shoko's Smile,쇼코의 미소,Sung Ryu,,Hodder & Stoughton,2021,9781529376029,Choi Eunyoung
89,Fiction,최은영,Choi Eunyoung,Shoko's Smile,쇼코의 미소,Sung Ryu,,Penguin Randomhouse,2021,9780143135265,Choi Eunyoung
90,Fiction,최은영,Choi Eunyoung,Shoko's Smile,쇼코의 미소,Sung Ryu,,Penguin Randomhouse*,2021,9780525506935,Choi Eunyoung
91,Fiction,박상영,Sang Young Park,Love in the Big City,대도시의 사랑법,Anton Hur,,Tilted Axis Press,2021,9781911284659,Sang Young Park
92,Fiction,김언수,Kim Un-su,The Cabinet,캐비닛,Sean Lin Halbert,,Angry Robot,2021,9780857669179,Kim Un su/Kim Un-su
93,Fiction,박상영,Sang Young Park,Love in the Big City,대도시의 사랑법,Anton Hur,,Grove Press,2021,9780802158789,Sang Young Park
94,Fiction,권여선,Kwon Yeo-sun,Lemon,레몬,Janet Hong,,Other Press,2021,9781635420883,Kwon Yeo sun/Kwon Yeo-sun
95,Fiction,권여선,Kwon Yeo-sun,Lemon,레몬,Janet Hong,,Bloomsbury Publishing*,2021,9781800241503,Kwon Yeo sun/Kwon Yeo-sun
96,Fiction,정지아,Jeong Ji-a,The Black room,검은 방,Sohn Jung-in,,Asia publishers,2020,9791156624257,Jeong Ji a/Jeong Ji-a
97,Essay,김보영,Kim Bo-yong,A brief reflection on breasts,가슴에 대한 소고,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
98,Fiction,김보영,Kim Bo-yong,Scripter,스크립터,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
99,Fiction,김보영,Kim Bo-yong,Between Zero and One,0과 1 사이,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
100,Fiction,김보영,Kim Bo-yong,An Evolutionary Myth,진화신화,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
101,Fiction,김보영,Kim Bo-yong,Last of the Wolves,마지막 늑대,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
102,Fiction,김보영,Kim Bo-yong,Stars Shine in Earth's Sky,지구의 하늘에는 별이 빛나고 있다,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
103,Fiction,김보영,Kim Bo-yong,On the Origin of Species ,종의 기원,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
104,Fiction,김보영,Kim Bo-yong,What Might have Happened Thereafter,종의 기원 -  그 후에 있었을지도 모르는 이야기,"Sora Kim-Russell,Joungmin Lee Comfort",On the Origin of Species and Other Stories,Kaya Press,2021,9781885030719,Kim Bo yong/Kim Bo-yong
105,Fiction,서장원,Seo Jang-won,Happy Together,해피 투게더,Paige Aniyah Morris,,Asia publishers,2021,9791156625339,Seo Jang won/Seo Jang-won
106,Fiction,김보영,Kim Bo-Young,I'm Waiting for You,당신을 기다리고 있어,Sophie Bowman,I'm Waiting for You: And Other Stories,Harper Voyager,2021,9780062951465,Kim Bo Young/Kim Bo-Young
107,Fiction,김보영,Kim Bo-Young,The Prophet of Corruption,저 이승의 선지자,Sung Ryu,I'm Waiting for You: And Other Stories,Harper Voyager,2021,9780062951465,Kim Bo Young/Kim Bo-Young
108,Fiction,김보영,Kim Bo-Young,That One Life,그 하나의 생에 대하여,Sung Ryu,I'm Waiting for You: And Other Stories,Harper Voyager,2021,9780062951465,Kim Bo Young/Kim Bo-Young
109,Fiction,김보영,Kim Bo-Young,On my way to you,당신에게 가고 있어,Sophie Bowman,I'm Waiting for You: And Other Stories,Harper Voyager,2021,9780062951465,Kim Bo Young/Kim Bo-Young
110,Fiction,김보영,Kim Bo-Young,I'm Waiting for You,당신을 기다리고 있어,Sophie Bowman,I’m Waiting For You,Harper Voyager,2021,9780008433796,Kim Bo Young/Kim Bo-Young
111,Fiction,김보영,Kim Bo-Young,The Prophet of Corruption,저 이승의 선지자,Sung Ryu,I’m Waiting For You,Harper Voyager,2021,9780008433796,Kim Bo Young/Kim Bo-Young
112,Fiction,김보영,Kim Bo-Young,That One Life,그 하나의 생에 대하여,Sung Ryu,I’m Waiting For You,Harper Voyager,2021,9780008433796,Kim Bo Young/Kim Bo-Young
113,Fiction,김보영,Kim Bo-Young,On my way to you,당신에게 가고 있어,Sophie Bowman,I’m Waiting For You,Harper Voyager,2021,9780008433796,Kim Bo Young/Kim Bo-Young
114,Fiction,김보영,Kim Bo-Young,I'm Waiting for You,당신을 기다리고 있어,Sophie Bowman,I'm Waiting for You,Harper Voyager*,2021,9780062951489,Kim Bo Young/Kim Bo-Young
115,Fiction,김보영,Kim Bo-Young,The Prophet of Corruption,저 이승의 선지자,Sung Ryu,I'm Waiting for You,Harper Voyager*,2021,9780062951489,Kim Bo Young/Kim Bo-Young
116,Fiction,김보영,Kim Bo-Young,That One Life,그 하나의 생에 대하여,Sung Ryu,I'm Waiting for You,Harper Voyager*,2021,9780062951489,Kim Bo Young/Kim Bo-Young
117,Fiction,김보영,Kim Bo-Young,On my way to you,당신에게 가고 있어,Sophie Bowman,I'm Waiting for You,Harper Voyager*,2021,9780062951489,Kim Bo Young/Kim Bo-Young
118,Fiction,김보영,Kim Bo-Young,I'm Waiting for You,당신을 기다리고 있어,Sophie Bowman,I'm Waiting for You,Harper Voyager*,2021,9780008433819,Kim Bo Young/Kim Bo-Young
